date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:16:21	1047/1047	---M-Z	200	added ('OK')	text/css	etag:%22417-5c3efeb326bfe-gzip%22	https://www.ahpsr.org/wp-content/plugins/amazon-polly/public/css/amazonpolly-public.css?ver=1.0.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/amazon-polly/public/css/amazonpolly-public8a54.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:22	21309/21309	---M-Z	200	added ('OK')	text/css	etag:%22533d-5c9218ae033c8-gzip%22	https://www.ahpsr.org/wp-includes/css/dist/editor/style.min.css?ver=5.8.3	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-includes/css/dist/editor/style.minc8d8.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:22	4554/4554	---M-Z	200	added ('OK')	text/css	date:Tue,%2015%20Feb%202022%2015:46:24%20GMT	https://use.typekit.net/whn6etf.css?ver=1.0.18	C:/My%20Web%20Sites/Alliance/use.typekit.net/whn6etf2889.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:23	28748/28748	---M-Z	200	added ('OK')	text/css	etag:%22704c-5d0989b57fdde-gzip%22	https://www.ahpsr.org/wp-content/plugins/show-hidecollapse-expand/assets/css/genericons/genericons.css?ver=5.8.3	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/show-hidecollapse-expand/assets/css/genericons/genericonsc8d8.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:24	9673/9673	---M-Z	200	added ('OK')	text/css	etag:%2225c9-5d0989b57fdde-gzip%22	https://www.ahpsr.org/wp-content/plugins/show-hidecollapse-expand/assets/css/bg-show-hide.css?ver=5.8.3	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/show-hidecollapse-expand/assets/css/bg-show-hidec8d8.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:24	41290/41290	---M-Z	200	added ('OK')	text/css	etag:%22a14a-5d57c687dcd1a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-fonticons-ii.css?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-fonticons-iia1ec.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:24	29977/29977	---M-Z	200	added ('OK')	text/css	etag:%227519-5d57c687dcd1a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-fonticons-fa.css?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-fonticons-faa1ec.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:25	14966/14966	---M-Z	200	added ('OK')	text/css	etag:%223a76-5d57c687dcd1a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/select2/select2.min.css?ver=4.0.13	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/select2/select2.min4819.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:26	4346/4346	---M-Z	200	added ('OK')	text/css	etag:%2210fa-5d57c687dcd1a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-crop.css?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-cropa1ec.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:26	3730/3730	---M-Z	200	added ('OK')	text/css	etag:%22e92-5d57c687dcd1a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-modal.css?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-modala1ec.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:26	22134/22134	---M-Z	200	added ('OK')	text/css	etag:%225676-5d57c687dcd1a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-styles.css?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-stylesa1ec.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:26	9981/9981	---M-Z	200	added ('OK')	text/css	etag:%2226fd-5d57c687dcd1a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-profile.css?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-profilea1ec.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:26	4492/4492	---M-Z	200	added ('OK')	text/css	etag:%22118c-5d57c687dcd1a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-account.css?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-accounta1ec.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:27	2161/2161	---M-Z	200	added ('OK')	text/css	etag:%22871-5d57c687dcd1a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-misc.css?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-misca1ec.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:27	3743/3743	---M-Z	200	added ('OK')	text/css	etag:%22e9f-5d57c687dcd1a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-fileupload.css?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-fileuploada1ec.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:27	3922/3922	---M-Z	200	added ('OK')	text/css	etag:%22f52-5d57c687dcd1a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/pickadate/default.css?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/pickadate/defaulta1ec.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:28	6009/6009	---M-Z	200	added ('OK')	text/css	etag:%221779-5d57c687dcd1a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/pickadate/default.date.css?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/pickadate/default.datea1ec.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:28	2543/2543	---M-Z	200	added ('OK')	text/css	etag:%229ef-5d57c687dcd1a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/pickadate/default.time.css?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/pickadate/default.timea1ec.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:28	1099/1099	---M-Z	200	added ('OK')	text/css	etag:%2244b-5d57c687dcd1a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-raty.css?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-ratya1ec.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:28	4010/4010	---M-Z	200	added ('OK')	text/css	etag:%22faa-5d57c687dcd1a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/simplebar.css?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/simplebara1ec.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:29	2271/2271	---M-Z	200	added ('OK')	text/css	etag:%228df-5d57c687dcd1a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-tipsy.css?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-tipsya1ec.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:29	12865/12865	---M-Z	200	added ('OK')	text/css	etag:%223241-5d57c687dcd1a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-responsive.css?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-responsivea1ec.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:29	6254/6254	---M-Z	200	added ('OK')	text/css	etag:%22186e-5d57c687dcd1a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-old-default.css?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-old-defaulta1ec.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:29	11905/11905	---M-Z	200	added ('OK')	application/javascript	etag:%222e81-5d7b5fbb6fd3a-gzip%22	https://www.ahpsr.org/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend-gtag.min.js?ver=8.3.4	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend-gtag.min9461.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:30	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:%222bd8-5b6a5e8bdf831-gzip%22	https://www.ahpsr.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:30	210/210	---M-Z	200	added ('OK')	application/javascript	etag:%22d2-5c3efeb326bfe-gzip%22	https://www.ahpsr.org/wp-content/plugins/amazon-polly/public/js/amazonpolly-public.js?ver=1.0.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/amazon-polly/public/js/amazonpolly-public8a54.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:31	122/122	---M-Z	200	added ('OK')	application/javascript	etag:%227a-5d0c1ae72daa4-gzip%22	https://www.ahpsr.org/wp-content/plugins/menu-in-post/js/main-min.js?ver=5.8.3	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/menu-in-post/js/main-minc8d8.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:31	293/293	---M-Z	200	added ('OK')	application/javascript	etag:%22125-5d57c687dec5a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-gdpr.min.js?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-gdpr.mina1ec.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:32	4554/4554	---M-Z	200	added ('OK')	text/css	date:Tue,%2015%20Feb%202022%2015:46:33%20GMT	https://use.typekit.net/whn6etf.css	C:/My%20Web%20Sites/Alliance/use.typekit.net/whn6etf.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:32	89521/89521	---M-Z	200	added ('OK')	application/javascript	etag:%2215db1-5c9218ae09188-gzip%22	https://www.ahpsr.org/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-includes/js/jquery/jquery.minaf6c.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:32	86115/86115	---M-Z	200	added ('OK')	text/css	etag:%2215063-5b2e631b7a79f-gzip%22	https://www.ahpsr.org/wp-content/uploads/2020/10/shorthand/12/Nag4LcjYeg/static/story.21449.min.css	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/uploads/2020/10/shorthand/12/Nag4LcjYeg/static/story.21449.min.css	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:33	2899/2899	---M--	200	added ('OK')	image/png	etag:%22b53-5b2e631b8249f%22	https://www.ahpsr.org/wp-content/uploads/2020/10/shorthand/12/Nag4LcjYeg/assets/favicon.png	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/uploads/2020/10/shorthand/12/Nag4LcjYeg/assets/favicon.png	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:37	76746/76746	---M-Z	200	added ('OK')	application/javascript	etag:%2212bca-5b2e631b7a79f-gzip%22	https://www.ahpsr.org/wp-content/uploads/2020/10/shorthand/12/Nag4LcjYeg/static/ie.21449.min.js	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/uploads/2020/10/shorthand/12/Nag4LcjYeg/static/ie.21449.min.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:37	50205/50205	---MC-	200	added ('OK')	text/javascript	date:Tue,%2002%20Nov%202021%2017:39:06%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/Alliance/www.google-analytics.com/analytics.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:38	71115/71115	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Feb%202022%2015:46:35%20GMT	https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/Googlebot/	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/Googlebot/index.html	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:40	71111/71111	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Feb%202022%2015:46:35%20GMT	https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/Trident/	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/Trident/index.html	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:51	16607/16607	---M-Z	200	added ('OK')	application/javascript	etag:%2240df-5b2e631b7a79f-gzip%22	https://www.ahpsr.org/wp-content/uploads/2020/10/shorthand/12/Nag4LcjYeg/static/head.21449.min.js	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/uploads/2020/10/shorthand/12/Nag4LcjYeg/static/head.21449.min.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:51	69597/69597	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-10fdd%22	http://code.jquery.com/jquery-3.2.1.slim.min.js	C:/My%20Web%20Sites/Alliance/code.jquery.com/jquery-3.2.1.slim.min.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:52	3171/3171	---M--	200	added ('OK')	image/png	etag:%22c63-5cdc572d0ccbf%22	https://www.ahpsr.org/wp-content/uploads/2020/09/logomark-70x71.png	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/uploads/2020/09/logomark-70x71.png	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:53	9089/9089	---M--	200	added ('OK')	image/png	etag:%222381-5af9eb334a951%22	https://www.ahpsr.org/wp-content/uploads/2020/09/logomark.png	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/uploads/2020/09/logomark.png	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:53	4097/4097	---M--	200	added ('OK')	image/png	etag:%221001-5b2e631b8a19f%22	https://www.ahpsr.org/wp-content/uploads/2020/10/shorthand/12/Nag4LcjYeg/assets/logo.png	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/uploads/2020/10/shorthand/12/Nag4LcjYeg/assets/logo.png	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:53	3060/3060	---M--	200	added ('OK')	image/png	etag:%22bf4-5b2e631bcc81d%22	https://www.ahpsr.org/wp-content/uploads/2020/10/shorthand/12/Nag4LcjYeg/assets/d1KNWwgBEP/1903-who-ghana-scroll-03-200x200.png	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/uploads/2020/10/shorthand/12/Nag4LcjYeg/assets/d1KNWwgBEP/1903-who-ghana-scroll-03-200x200.png	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:16:54	5552/5552	---M--	200	added ('OK')	image/png	etag:%2215b0-5b2e631b8631f%22	https://www.ahpsr.org/wp-content/uploads/2020/10/shorthand/12/Nag4LcjYeg/assets/logo-who.png	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/uploads/2020/10/shorthand/12/Nag4LcjYeg/assets/logo-who.png	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:00	75893/75893	---M--	200	added ('OK')	image/jpeg	etag:%2212875-5b2e631b8249f%22	https://www.ahpsr.org/wp-content/uploads/2020/10/shorthand/12/Nag4LcjYeg/assets/G9pue19z51/08_9t6a1839-750x1125.jpeg	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/uploads/2020/10/shorthand/12/Nag4LcjYeg/assets/G9pue19z51/08_9t6a1839-750x1125.jpg	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:01	290410/290410	---MCZ	200	added ('OK')	application/javascript	etag:%2246e6a-5b2e631b7a79f-gzip%22	https://www.ahpsr.org/wp-content/uploads/2020/10/shorthand/12/Nag4LcjYeg/static/story.21449.min.js	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/uploads/2020/10/shorthand/12/Nag4LcjYeg/static/story.21449.min.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:02	265083/265083	---M--	200	added ('OK')	image/jpeg	etag:%2240b7b-5b2e631b8249f%22	https://www.ahpsr.org/wp-content/uploads/2020/10/shorthand/12/Nag4LcjYeg/assets/8Gq4mz2XNN/landscape-1920x1080.jpeg	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/uploads/2020/10/shorthand/12/Nag4LcjYeg/assets/8Gq4mz2XNN/landscape-1920x1080.jpg	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:03	71121/71121	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Feb%202022%2015:47:03%20GMT	https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/shorthand.set	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/shorthand.35.delayed	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:04	6267/6267	---M--	200	added ('OK')	application/javascript	etag:%225e821914-187b%22	https://polymap.mkmrd.com/static/temp/who2/script.js	C:/My%20Web%20Sites/Alliance/polymap.mkmrd.com/static/temp/who2/script.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:05	10404/10404	---M-Z	200	added ('OK')	application/javascript	etag:%2228a4-5d667cfec944a-gzip%22	https://www.ahpsr.org/wp-content/themes/astra/assets/js/minified/style.min.js?ver=3.7.7	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/themes/astra/assets/js/minified/style.minac9e.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:05	16912/16912	---M-Z	200	added ('OK')	application/javascript	etag:%224210-5c9218ae09188-gzip%22	https://www.ahpsr.org/wp-includes/js/jquery/ui/effect.min.js?ver=1.12.1	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-includes/js/jquery/ui/effect.min35d0.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:06	875/875	---M-Z	200	added ('OK')	application/javascript	etag:%2236b-5b6a5e8be07d1-gzip%22	https://www.ahpsr.org/wp-includes/js/jquery/ui/effect-slide.min.js?ver=1.12.1	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-includes/js/jquery/ui/effect-slide.min35d0.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:06	606/606	---M-Z	200	added ('OK')	application/javascript	etag:%2225e-5b6a5e8be07d1-gzip%22	https://www.ahpsr.org/wp-includes/js/jquery/ui/effect-highlight.min.js?ver=1.12.1	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-includes/js/jquery/ui/effect-highlight.min35d0.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:06	978/978	---M-Z	200	added ('OK')	application/javascript	etag:%223d2-5ba7a8ce088d7-gzip%22	https://www.ahpsr.org/wp-includes/js/jquery/ui/effect-fold.min.js?ver=1.12.1	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-includes/js/jquery/ui/effect-fold.min35d0.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:06	838/838	---M-Z	200	added ('OK')	application/javascript	etag:%22346-5b6a5e8be07d1-gzip%22	https://www.ahpsr.org/wp-includes/js/jquery/ui/effect-blind.min.js?ver=1.12.1	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-includes/js/jquery/ui/effect-blind.min35d0.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:07	3014/3014	---M-Z	200	added ('OK')	application/javascript	etag:%22bc6-5d0989b57fdde-gzip%22	https://www.ahpsr.org/wp-content/plugins/show-hidecollapse-expand/assets/js/bg-show-hide.js?ver=5.8.3	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/show-hidecollapse-expand/assets/js/bg-show-hidec8d8.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:07	3929/3929	---M-Z	200	added ('OK')	application/javascript	etag:%22f59-5d0c33805ffe0-gzip%22	https://www.ahpsr.org/wp-content/plugins/sticky-block/dist/sticky-block.min.js?ver=1.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/sticky-block/dist/sticky-block.min5152.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:07	79213/79213	---M-Z	200	added ('OK')	application/javascript	etag:%221356d-5d57c687dfbfa-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/select2/select2.full.min.js?ver=4.0.13	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/select2/select2.full.min4819.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
